,qry_id,repeat_id,matching_repeat,matching_class,reference_length,merged_qrystart,merged_qryend,mergedfraglength,perc_div,perc_del,perc_insert,Gene,isoform
2445,XM_017477248.1,TZF28B,+,DNA/TcMar-Tc1,1614,5493,5986,494,22,7.5,3.5,"XM_017477248.1 PREDICTED: Ictalurus punctatus cAMP responsive element binding protein 5 (creb5), transcript variant X1, mRNA",creb5
2446,XM_017477253.1,Harbinger-N26_DR,+,DNA/PIF-Harbinger,1419,15181,15347,167,26.9,12,4.5,"XM_017477253.1 PREDICTED: Ictalurus punctatus ryanodine receptor 3-like (LOC108270491), mRNA",LOC108270491
2447,XM_017477264.1,Mariner-19_DR,+,DNA/TcMar-Tc1,1227,794,1016,223,30.9,3.1,1.3,"XM_017477264.1 PREDICTED: Ictalurus punctatus gastrula zinc finger protein XlCGF49.1-like (LOC108270490), mRNA",LOC108270490
2448,XM_017477266.1,TDR17B,+,DNA/Sola-1,1546,463,637,175,24.2,9.7,3.2,"XM_017477266.1 PREDICTED: Ictalurus punctatus replication factor C subunit 4 (rfc4), transcript variant X2, mRNA",rfc4
2449,XM_017477266.1,DNA9-3_DR,+,DNA/MULE-MuDR?,11379,89,185,97,18.1,10.3,2.9,"XM_017477266.1 PREDICTED: Ictalurus punctatus replication factor C subunit 4 (rfc4), transcript variant X2, mRNA",rfc4
2450,XM_017477271.1,Mariner-19_DR,C,DNA/TcMar-Tc1,1227,1071,1370,300,30.3,2.7,2,"XM_017477271.1 PREDICTED: Ictalurus punctatus C-C chemokine receptor type 5-like (LOC108270505), mRNA",LOC108270505
2451,XM_017477271.1,DNA-AT-2_DR,C,DNA,1441,8,174,167,22.5,1.2,7,"XM_017477271.1 PREDICTED: Ictalurus punctatus C-C chemokine receptor type 5-like (LOC108270505), mRNA",LOC108270505
2452,XM_017477271.1,TC1DR3,+,DNA/TcMar-Tc1,1225,607,748,142,20.3,2.8,2.8,"XM_017477271.1 PREDICTED: Ictalurus punctatus C-C chemokine receptor type 5-like (LOC108270505), mRNA",LOC108270505
2453,XM_017477277.1,BEL23-LTR_DR,+,LTR/Pao,1020,430,521,92,26.4,4.3,5.5,"XM_017477277.1 PREDICTED: Ictalurus punctatus inner mitochondrial membrane peptidase subunit 1 (immp1l), transcript variant X1, mRNA",immp1l
2454,XM_017477290.1,Gypsy-194_DR-I,C,LTR/Gypsy,4320,561,640,80,27.5,6.2,0,"XM_017477290.1 PREDICTED: Ictalurus punctatus C-C chemokine receptor type 4-like (LOC108270507), transcript variant X1, mRNA",LOC108270507
2455,XM_017477290.1,Mariner-19_DR,+,DNA/TcMar-Tc1,1227,4091,4200,110,25.9,0,1.9,"XM_017477290.1 PREDICTED: Ictalurus punctatus C-C chemokine receptor type 4-like (LOC108270507), transcript variant X1, mRNA",LOC108270507
2456,XM_017477290.1,Mariner-19_DR,C,DNA/TcMar-Tc1,1227,3795,4080,286,27.6,2.1,1.4,"XM_017477290.1 PREDICTED: Ictalurus punctatus C-C chemokine receptor type 4-like (LOC108270507), transcript variant X1, mRNA",LOC108270507
2457,XM_017477298.1,DIRS-1-LTR_DR,+,LTR/Ngaro,622,305,447,143,23.1,16.6,0.9,"XM_017477298.1 PREDICTED: Ictalurus punctatus peroxisomal biogenesis factor 11 gamma (pex11g), transcript variant X2, mRNA",pex11g
2458,XM_017477299.1,Mariner-N13_DR,C,DNA/TcMar-Tc1,1141,5416,5519,104,18.4,0,1,"XM_017477299.1 PREDICTED: Ictalurus punctatus potassium voltage-gated channel subfamily H member 1-like (LOC108270513), mRNA",LOC108270513
2459,XM_017477305.1,SINE3-1,+,SINE/5S-Deu-L2,590,1518,1779,262,14.4,8,2.2,"XM_017477305.1 PREDICTED: Ictalurus punctatus C-C chemokine receptor type 4-like (LOC108270507), transcript variant X3, mRNA",LOC108270507
2460,XM_017477307.1,Gypsy139-I_DR,+,LTR/Gypsy,4231,358,514,157,24.2,5.1,5.1,"XM_017477307.1 PREDICTED: Ictalurus punctatus zinc finger protein 239-like (LOC108270515), transcript variant X3, mRNA",LOC108270515
2461,XM_017477322.1,Kolobok-3_DR,C,DNA/Kolobok-T2,5966,9,102,94,21.4,1.1,5.6,"XM_017477322.1 PREDICTED: Ictalurus punctatus axonemal dynein light chain domain containing 1 (axdnd1), transcript variant X2, mRNA",axdnd1
2462,XM_017477324.1,DNA6-6_DR,C,DNA,11281,49,147,99,20.7,2,7.5,"XM_017477324.1 PREDICTED: Ictalurus punctatus NPHS2 podocin (nphs2), transcript variant X1, mRNA",nphs2
2463,XM_017477326.1,HE1_DR1,+,SINE/tRNA-V-RTE,402,1377,1537,161,22.9,1.2,4.2,"XM_017477326.1 PREDICTED: Ictalurus punctatus cell wall protein DAN4-like (LOC108270530), transcript variant X1, mRNA",LOC108270530
2464,XM_017477339.1,L2-58_DR,C,LINE/L2,2380,2924,3187,264,22.2,21.4,0.6,"XM_017477339.1 PREDICTED: Ictalurus punctatus vesicle amine transport 1-like (vat1l), mRNA",vat1l
2465,XM_017477348.1,EnSpm-8_DR,+,DNA/CMC-EnSpm,9441,1981,2084,104,29.1,5.8,0.9,"XM_017477348.1 PREDICTED: Ictalurus punctatus fibroblast growth factor 4 (fgf4), transcript variant X2, mRNA",fgf4
2466,XM_017477356.1,Tx1-2_DR,+,LINE/L1-Tx1,5169,4568,4647,80,17.5,2.5,0,"XM_017477356.1 PREDICTED: Ictalurus punctatus LIM homeobox 9 (lhx9), transcript variant X1, mRNA",lhx9
2467,XM_017477367.1,TC1DR3,C,DNA/TcMar-Tc1,1225,454,616,163,21.4,3.7,2.4,"XM_017477367.1 PREDICTED: Ictalurus punctatus claudin-34-like (LOC108270551), mRNA",LOC108270551
2468,XM_017477367.1,TC1DR3,+,DNA/TcMar-Tc1,1225,218,386,169,24.3,19.5,0,"XM_017477367.1 PREDICTED: Ictalurus punctatus claudin-34-like (LOC108270551), mRNA",LOC108270551
2469,XM_017477384.1,Mariner-19_DR,C,DNA/TcMar-Tc1,1227,3764,3861,98,20.4,0,0,"XM_017477384.1 PREDICTED: Ictalurus punctatus KIAA0408 ortholog (kiaa0408), transcript variant X1, mRNA",kiaa0408
2470,XM_017477384.1,Mariner-19_DR,+,DNA/TcMar-Tc1,1227,3865,4135,271,25.4,8.9,1,"XM_017477384.1 PREDICTED: Ictalurus punctatus KIAA0408 ortholog (kiaa0408), transcript variant X1, mRNA",kiaa0408
2471,XM_017477387.1,TC1DR3,C,DNA/TcMar-Tc1,1225,5,104,100,21.2,5,1,"XM_017477387.1 PREDICTED: Ictalurus punctatus G protein-coupled receptor 88 (gpr88), mRNA",gpr88
2472,XM_017477401.1,TC1DR3,+,DNA/TcMar-Tc1,1225,48,190,143,23.1,0,5.9,"XM_017477401.1 PREDICTED: Ictalurus punctatus hyperpolarization activated cyclic nucleotide gated potassium channel 2 (hcn2), transcript variant X1, mRNA",hcn2
2473,XM_017477405.1,Tc1-7_DR,+,DNA/TcMar-Tc1,1646,1,82,82,19.5,0,0,"XM_017477405.1 PREDICTED: Ictalurus punctatus hyperpolarization activated cyclic nucleotide gated potassium channel 2 (hcn2), transcript variant X4, mRNA",hcn2
2474,XM_017477441.1,Rex1-40_DRe,+,LINE/Rex-Babar,3349,584,1107,524,27.7,9.3,9.2,"XM_017477441.1 PREDICTED: Ictalurus punctatus Wilms tumor protein homolog A-like (LOC108270614), mRNA",LOC108270614
2475,XM_017477441.1,Mariner-N16_DR,C,DNA/TcMar-Tc1,600,397,502,106,16.9,0,10.4,"XM_017477441.1 PREDICTED: Ictalurus punctatus Wilms tumor protein homolog A-like (LOC108270614), mRNA",LOC108270614
2476,XM_017477447.1,Rex1-52_DR,C,LINE/Rex-Babar,765,46,178,133,14,2.3,8.8,"XM_017477447.1 PREDICTED: Ictalurus punctatus gap junction delta-2 protein-like (LOC108270620), mRNA",LOC108270620
2477,XM_017477449.1,EnSpm-9_DR,C,DNA/CMC-EnSpm,8620,2612,2724,113,28.2,1.8,2.7,"XM_017477449.1 PREDICTED: Ictalurus punctatus flocculation protein FLO11-like (LOC108270622), mRNA",LOC108270622
2478,XM_017477451.1,Harbinger1_DR,C,DNA/PIF-Harbinger,4461,1828,1956,129,32.5,7.8,2.2,"XM_017477451.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108270626 (LOC108270626), mRNA",LOC108270626
2479,XM_017477451.1,Polinton-1_DR,C,DNA/Maverick,18485,57,1292,1236,35.8,4.3,4.3,"XM_017477451.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108270626 (LOC108270626), mRNA",LOC108270626
2480,XM_017477451.1,Gypsy-193_DR-I,+,LTR/Gypsy,4324,1353,1475,123,29.3,1.2,0.9,"XM_017477451.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108270626 (LOC108270626), mRNA",LOC108270626
2481,XM_017477457.1,Rex1-40_DRe,+,LINE/Rex-Babar,3349,2383,2630,248,27.35,0.55,2.25,"XM_017477457.1 PREDICTED: Ictalurus punctatus vitellogenin-like (LOC108270632), mRNA",LOC108270632
2482,XM_017477460.1,Mariner-19_DR,C,DNA/TcMar-Tc1,1227,4986,5222,237,26.4,15.2,1.1,"XM_017477460.1 PREDICTED: Ictalurus punctatus G protein-coupled receptor 179 (gpr179), mRNA",gpr179
2483,XM_017477486.1,Tc1-1_DR,+,DNA/TcMar-Tc1,1625,41,357,317,26.4,6.9,2.1,"XM_017477486.1 PREDICTED: Ictalurus punctatus 25-hydroxycholesterol 7-alpha-hydroxylase-like (LOC108270649), transcript variant X3, mRNA",LOC108270649
2484,XM_017477496.1,TC1DR3,C,DNA/TcMar-Tc1,1225,587,702,116,19.4,4.1,0.2,"XM_017477496.1 PREDICTED: Ictalurus punctatus E3 ubiquitin-protein ligase arih1 (LOC108270676), transcript variant X3, mRNA",LOC108270676
2485,XM_017477503.1,hAT-N34_DR,+,DNA/hAT-Ac,949,400,499,100,18.3,0.1,1,"XM_017477503.1 PREDICTED: Ictalurus punctatus very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase-like (LOC108270680), transcript variant X2, mRNA","c""3R"", ""LOC108270680"""
2486,XM_017477507.1,Polinton-4N1_DR,+,DNA/Maverick,10436,35,130,96,21.5,1,3.2,"XM_017477507.1 PREDICTED: Ictalurus punctatus ras-related and estrogen-regulated growth inhibitor-like (LOC108270681), transcript variant X1, mRNA",LOC108270681
2487,XM_017477517.1,CryptonV-N6_DR,+,DNA/Crypton-V,562,155,249,95,21.2,1.1,5.5,"XM_017477517.1 PREDICTED: Ictalurus punctatus ephrin type-B receptor 5-like (LOC108270687), mRNA",LOC108270687
2488,XM_017477521.1,CryptonV-N3_DR,C,DNA/Crypton-V,20663,2002,2081,80,18.8,0,6.7,"XM_017477521.1 PREDICTED: Ictalurus punctatus syntaxin 6 (stx6), transcript variant X1, mRNA",stx6
2489,XM_017477521.1,MuDR-2N1_DR,+,DNA/MULE-MuDR,12225,7795,7897,103,28,0,3,"XM_017477521.1 PREDICTED: Ictalurus punctatus syntaxin 6 (stx6), transcript variant X1, mRNA",stx6
2490,XM_017477521.1,DNA-AT-2_DR,+,DNA,1441,1567,1879,313,18.2,1.3,1.6,"XM_017477521.1 PREDICTED: Ictalurus punctatus syntaxin 6 (stx6), transcript variant X1, mRNA",stx6
2491,XM_017477523.1,TZF28B,C,DNA/TcMar-Tc1,1614,1802,2189,388,29.8,2.8,3.9,"XM_017477523.1 PREDICTED: Ictalurus punctatus pleckstrin homology domain containing B2 (plekhb2), transcript variant X1, mRNA",plekhb2
2492,XM_017477527.1,Gypsy-25-I_DR,+,LTR/Gypsy,4574,3221,3694,474,33.9,0.6,1.1,"XM_017477527.1 PREDICTED: Ictalurus punctatus PH domain and leucine rich repeat protein phosphatase 2 (phlpp2), transcript variant X3, mRNA",phlpp2
2493,XM_017477574.1,IS4EU-1_DR,+,DNA/PIF-ISL2EU,5004,310,596,287,32.5,0.3,2.5,"XM_017477574.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108270721 (LOC108270721), mRNA",LOC108270721
2494,XM_017477577.1,DIRS-1E-LTR_DR,+,LTR/Ngaro,690,3084,3247,164,23.2,5.5,0,"XM_017477577.1 PREDICTED: Ictalurus punctatus endoplasmic reticulum oxidoreductase 1 beta (ero1b), transcript variant X1, mRNA",ero1b
2495,XM_017477578.1,DNAX-15_DR,+,DNA,767,7,142,136,20.8,1.5,15,"XM_017477578.1 PREDICTED: Ictalurus punctatus trihelix transcription factor GT-3a-like (LOC108270722), mRNA",LOC108270722
2496,XM_017477595.1,TC1DR3B,C,DNA/TcMar-Tc1,889,309,412,104,21.1,0,0,"XM_017477595.1 PREDICTED: Ictalurus punctatus ATP binding cassette subfamily C member 10 (abcc10), transcript variant X1, mRNA",abcc10
2497,XM_017477610.1,hAT-N196_DR,+,DNA/hAT?,471,1558,1769,212,14.6,0,0,"XM_017477610.1 PREDICTED: Ictalurus punctatus microtubule associated serine/threonine kinase 3 (mast3), transcript variant X1, mRNA",mast3
2498,XM_017477617.1,Tc1-7_DR,+,DNA/TcMar-Tc1,1646,128,528,401,21.55,5.75,5.35,"XM_017477617.1 PREDICTED: Ictalurus punctatus glutamate ionotropic receptor NMDA type subunit 3B (grin3b), transcript variant X1, mRNA",grin3b
2499,XM_017477621.1,Tc1-1_DR,+,DNA/TcMar-Tc1,1625,5054,5297,244,32.1,1.6,1.6,"XM_017477621.1 PREDICTED: Ictalurus punctatus glutamate ionotropic receptor NMDA type subunit 3B (grin3b), transcript variant X4, mRNA",grin3b
2500,XM_017477622.1,hAT-N48C_DR,+,DNA/hAT-Ac,2299,3612,3713,102,23,0,6.2,"XM_017477622.1 PREDICTED: Ictalurus punctatus sodium-driven chloride bicarbonate exchanger-like (LOC108270744), transcript variant X1, mRNA",LOC108270744
2501,XM_017477649.1,SINE2-3B_DR,C,SINE/tRNA-V,351,3574,3706,133,24.4,4.5,1.5,"XM_017477649.1 PREDICTED: Ictalurus punctatus suppressor of cytokine signaling 7 (socs7), transcript variant X1, mRNA",socs7
2502,XM_017477662.1,DNA-8-12_DR,C,DNA/Merlin,731,3033,3126,94,26.9,0,1.1,"XM_017477662.1 PREDICTED: Ictalurus punctatus mucin-5AC-like (LOC108270762), mRNA",LOC108270762
2503,XM_017477672.1,L2-2_DRe,+,LINE/L2,4238,2487,2568,82,21.9,8.5,0,"XM_017477672.1 PREDICTED: Ictalurus punctatus interleukin-12 receptor subunit beta-2-like (LOC108270768), mRNA",LOC108270768
2504,XM_017477677.1,TDR1,+,DNA/TcMar-Tc1,1236,19,105,87,22.4,1.1,2.3,"XM_017477677.1 PREDICTED: Ictalurus punctatus elongation factor for RNA polymerase II (ell), transcript variant X3, mRNA",ell
2505,XM_017477683.1,TC1DR3,+,DNA/TcMar-Tc1,1225,3276,3642,367,22.1,10.1,3.9,"XM_017477683.1 PREDICTED: Ictalurus punctatus zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2 (zrsr2), mRNA",zrsr2
2506,XM_017477691.1,hAT-22_DR,+,DNA/hAT-Charlie,2615,2134,2982,849,35.1,3.3,4,"XM_017477691.1 PREDICTED: Ictalurus punctatus general transcription factor II-I repeat domain-containing protein 2B-like (LOC108270779), mRNA",LOC108270779
2507,XM_017477691.1,Gypsy-173_DR-I,C,LTR/Gypsy,4247,1,466,466,28.1,3.6,3.2,"XM_017477691.1 PREDICTED: Ictalurus punctatus general transcription factor II-I repeat domain-containing protein 2B-like (LOC108270779), mRNA",LOC108270779
2508,XM_017477691.1,hAT-33_DR,+,DNA/hAT-Charlie,2719,3413,3527,115,34.8,0,0,"XM_017477691.1 PREDICTED: Ictalurus punctatus general transcription factor II-I repeat domain-containing protein 2B-like (LOC108270779), mRNA",LOC108270779
2509,XM_017477691.1,hAT-N103_DR,+,DNA/hAT-Charlie,687,3896,4236,341,21.9,7.9,15.7,"XM_017477691.1 PREDICTED: Ictalurus punctatus general transcription factor II-I repeat domain-containing protein 2B-like (LOC108270779), mRNA",LOC108270779
2510,XM_017477748.1,Gypsy91-I_DR,+,LTR/Gypsy,4259,1522,1827,306,30.1,10.8,2.4,"XM_017477748.1 PREDICTED: Ictalurus punctatus egl-9 family hypoxia inducible factor 1 (egln1), transcript variant X3, mRNA",egln1
2511,XM_017477750.1,Gypsy90-I_DR,+,LTR/Gypsy,4227,232,1172,941,27.8,6.9,7.4,"XM_017477750.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108270810 (LOC108270810), mRNA",LOC108270810
2512,XM_017477764.1,Mariner-19_DR,C,DNA/TcMar-Tc1,1227,2319,2403,85,20,3.5,0,"XM_017477764.1 PREDICTED: Ictalurus punctatus homer protein homolog 3-like (LOC108270816), mRNA",LOC108270816
2513,XM_017477764.1,Mariner-19_DR,+,DNA/TcMar-Tc1,1227,2413,2690,278,28.2,9.7,0.7,"XM_017477764.1 PREDICTED: Ictalurus punctatus homer protein homolog 3-like (LOC108270816), mRNA",LOC108270816
2514,XM_017477774.1,EnSpm-22N2_DR,C,DNA/CMC-EnSpm,5547,2467,2634,168,23.1,8.9,2.2,"XM_017477774.1 PREDICTED: Ictalurus punctatus neurexophilin-2-like (LOC108270824), mRNA",LOC108270824
2515,XM_017477777.1,TC1DR3,+,DNA/TcMar-Tc1,1225,2123,2365,243,25.9,4.9,0,"XM_017477777.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108270826 (LOC108270826), transcript variant X1, mRNA",LOC108270826
2516,XM_017477777.1,Tc1-1_DR,C,DNA/TcMar-Tc1,1625,1040,1277,238,26.8,5,4.2,"XM_017477777.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108270826 (LOC108270826), transcript variant X1, mRNA",LOC108270826
2517,XM_017477777.1,hATN-28_DRe,+,DNA/hAT-Charlie,203,3357,3482,126,23,3.2,0,"XM_017477777.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108270826 (LOC108270826), transcript variant X1, mRNA",LOC108270826
2518,XM_017477783.1,Zisupton-7_DR,+,DNA/Zisupton,17082,1879,2046,168,24.7,0.8,7,"XM_017477783.1 PREDICTED: Ictalurus punctatus ephrin-A2-like (LOC108270832), transcript variant X1, mRNA",LOC108270832
2519,XM_017477783.1,ERV1-N3-I_DR,+,LTR/ERV1,4591,1951,2093,143,14.6,0,1,"XM_017477783.1 PREDICTED: Ictalurus punctatus ephrin-A2-like (LOC108270832), transcript variant X1, mRNA",LOC108270832
2520,XM_017477795.1,hAT-N60_DR,C,DNA/hAT-Ac,1505,483,572,90,28.9,3.3,0,"XM_017477795.1 PREDICTED: Ictalurus punctatus chromosome 1 open reading frame, human C8orf37 (c1h8orf37), transcript variant X2, mRNA",c1h8orf37
2521,XM_017477805.1,TC1DR3,C,DNA/TcMar-Tc1,1225,1796,2123,328,22.5,9.8,1.1,"XM_017477805.1 PREDICTED: Ictalurus punctatus AP-1 complex subunit sigma-2-like (LOC108270839), mRNA",LOC108270839
2522,XM_017477810.1,SINE3-1a,C,SINE/5S-Deu-L2,570,3812,3999,188,19.6,2.7,2.1,"XM_017477810.1 PREDICTED: Ictalurus punctatus trafficking kinesin-binding protein 1-like (LOC108270845), mRNA",LOC108270845
2523,XM_017477814.1,hAT-34_DR,+,DNA/hAT-Ac,2767,4896,5228,333,27.5,3.3,6.2,"XM_017477814.1 PREDICTED: Ictalurus punctatus lamin B2 (lmnb2), mRNA",lmnb2
2524,XM_017477814.1,CryptonV-N2_DR,+,DNA/Crypton-V,16638,3842,4188,347,18.6,1,0,"XM_017477814.1 PREDICTED: Ictalurus punctatus lamin B2 (lmnb2), mRNA",lmnb2
2525,XM_017477835.1,DNA-TTAA-3_DR,C,DNA,1179,1662,1921,260,24.6,11.2,4.7,"XM_017477835.1 PREDICTED: Ictalurus punctatus interferon-induced protein 44-like (LOC108270873), mRNA",LOC108270873
2526,XM_017477835.1,SINE2-4_DR,+,SINE/tRNA-V-RTE,371,1364,1445,82,19.5,2.4,6.3,"XM_017477835.1 PREDICTED: Ictalurus punctatus interferon-induced protein 44-like (LOC108270873), mRNA",LOC108270873
2527,XM_017477856.1,hATN-28_DRe,+,DNA/hAT-Charlie,203,550,687,138,18.1,2.9,0,"XM_017477856.1 PREDICTED: Ictalurus punctatus LYR motif containing 1 (lyrm1), transcript variant X3, mRNA",lyrm1
2528,XM_017477856.1,hAT-N154_DR,C,DNA/hAT-Tip100,1395,539,715,177,25.6,4.5,0.5,"XM_017477856.1 PREDICTED: Ictalurus punctatus LYR motif containing 1 (lyrm1), transcript variant X3, mRNA",lyrm1
2529,XM_017477903.1,hAT-N159_DR,C,DNA/hAT-Ac,1822,3554,3656,103,19.6,6.8,0.9,"XM_017477903.1 PREDICTED: Ictalurus punctatus G protein-coupled receptor 52 (gpr52), mRNA",gpr52
2530,XM_017477939.1,Chaplin1_DR,+,DNA/hAT-Charlie,2920,776,983,208,29.8,4.3,3.3,"XM_017477939.1 PREDICTED: Ictalurus punctatus general transcription factor II-I repeat domain-containing protein 2-like (LOC108270918), mRNA",LOC108270918
2531,XM_017477941.1,CryptonV-N3_DR,+,DNA/Crypton-V,20663,2632,2719,88,15.5,0,4.8,"XM_017477941.1 PREDICTED: Ictalurus punctatus serum response factor-like (LOC108270922), transcript variant X1, mRNA",LOC108270922
2532,XM_017477941.1,L2-1_DR,+,LINE/L2,4985,2604,2700,97,17.5,0,2,"XM_017477941.1 PREDICTED: Ictalurus punctatus serum response factor-like (LOC108270922), transcript variant X1, mRNA",LOC108270922
2533,XM_017477943.1,hAT-2n1_DR,+,DNA/hAT-Charlie,1210,2985,3073,89,19.1,0,0,"XM_017477943.1 PREDICTED: Ictalurus punctatus RUN and cysteine rich domain containing beclin 1 interacting protein (rubcn), transcript variant X1, mRNA",rubcn
2534,XM_017477964.1,Tc1-5_DR,+,DNA/TcMar-Tc1,1234,2153,2243,91,26.7,3.3,1.1,"XM_017477964.1 PREDICTED: Ictalurus punctatus 26S proteasome non-ATPase regulatory subunit 13-like (LOC108270933), transcript variant X1, mRNA",LOC108270933
2535,XM_017477988.1,Zisupton-1_DR,+,DNA/Zisupton,9629,7628,7715,88,18.3,5.7,6.9,"XM_017477988.1 PREDICTED: Ictalurus punctatus PATJ, crumbs cell polarity complex component (patj), transcript variant X1, mRNA",patj
2536,XM_017477988.1,DNA21TA1_DR,C,DNA/TcMar-Tc1,539,8533,8645,113,27.9,1.8,1.8,"XM_017477988.1 PREDICTED: Ictalurus punctatus PATJ, crumbs cell polarity complex component (patj), transcript variant X1, mRNA",patj
2537,XM_017478029.1,Mariner-12_DR,C,DNA/TcMar-Tc1,1614,7939,8165,227,32.3,1.8,3.9,"XM_017478029.1 PREDICTED: Ictalurus punctatus myosin IXA (myo9a), transcript variant X7, mRNA",myo9a
2538,XM_017478034.1,hAT-N48B_DR,C,DNA/hAT-Ac,2140,816,995,180,30.4,7.2,1.2,"XM_017478034.1 PREDICTED: Ictalurus punctatus zinc finger homeobox 3 (zfhx3), transcript variant X2, mRNA",zfhx3
2539,XM_017478037.1,Tc1-7_DR,+,DNA/TcMar-Tc1,1646,1,129,129,20.8,2.3,3.1,"XM_017478037.1 PREDICTED: Ictalurus punctatus kinesin light chain 4 (klc4), transcript variant X1, mRNA",klc4
2540,XM_017478037.1,HE1_DR1,C,SINE/tRNA-V-RTE,402,2702,2950,249,19.1,2.9,4,"XM_017478037.1 PREDICTED: Ictalurus punctatus kinesin light chain 4 (klc4), transcript variant X1, mRNA",klc4
2541,XM_017478054.1,DNA-3-5_DR,C,DNA/PIF-Harbinger,1074,3049,3162,114,26.3,11.4,0,"XM_017478054.1 PREDICTED: Ictalurus punctatus TEA domain transcription factor 1 (tead1), transcript variant X1, mRNA",tead1
2542,XM_017478054.1,HARBINGERN2B_DR,+,DNA/PIF-Harbinger,799,3230,3436,207,30.5,4.3,8,"XM_017478054.1 PREDICTED: Ictalurus punctatus TEA domain transcription factor 1 (tead1), transcript variant X1, mRNA",tead1
2543,XM_017478062.1,EnSpm-9_DR,+,DNA/CMC-EnSpm,8620,908,1006,99,21.4,7.1,0.9,"XM_017478062.1 PREDICTED: Ictalurus punctatus SRY-box 6 (sox6), transcript variant X1, mRNA",sox6
2544,XM_017478079.1,BEL36-I_DR,C,LTR/Pao,5833,6042,6434,393,26.2,15.5,5.8,"XM_017478079.1 PREDICTED: Ictalurus punctatus leucine-rich repeat flightless-interacting protein 1-like (LOC108270979), transcript variant X2, mRNA",LOC108270979
2545,XM_017478079.1,SINE2-4_DR,+,SINE/tRNA-V-RTE,371,6507,6608,102,18.1,11.8,2.7,"XM_017478079.1 PREDICTED: Ictalurus punctatus leucine-rich repeat flightless-interacting protein 1-like (LOC108270979), transcript variant X2, mRNA",LOC108270979
2546,XM_017478083.1,DNA6-6_DR,+,DNA,11281,2614,2718,105,24,8.6,0.9,"XM_017478083.1 PREDICTED: Ictalurus punctatus zinc finger protein 710-like (LOC108270981), mRNA",LOC108270981
2547,XM_017478083.1,SINE2-4_DR,+,SINE/tRNA-V-RTE,371,2596,2733,138,26.4,6.9,1.8,"XM_017478083.1 PREDICTED: Ictalurus punctatus zinc finger protein 710-like (LOC108270981), mRNA",LOC108270981
2548,XM_017478103.1,EnSpm-11_DR,C,DNA/CMC-EnSpm,9003,3368,3578,211,26.45,3.35,1.4,"XM_017478103.1 PREDICTED: Ictalurus punctatus copine 7 (cpne7), transcript variant X1, mRNA",cpne7
2549,XM_017478105.1,DNA8-15_DR,+,DNA,892,1219,1308,90,19,7.8,6.6,"XM_017478105.1 PREDICTED: Ictalurus punctatus glycine cleavage system H protein, mitochondrial-like (LOC108270992), mRNA",LOC108270992
2550,XM_017478106.1,DIRS-1-LTR_DR,C,LTR/Ngaro,622,7,116,110,26.4,0.9,0,"XM_017478106.1 PREDICTED: Ictalurus punctatus lysyl-tRNA synthetase (kars), transcript variant X1, mRNA",kars
2551,XM_017478160.1,DNA-AT-2_DR,C,DNA,1441,5268,5532,265,18.9,4.5,0.4,"XM_017478160.1 PREDICTED: Ictalurus punctatus protein strawberry notch homolog 2-like (LOC108271013), transcript variant X1, mRNA",LOC108271013
2552,XM_017478174.1,EnSpm-7_DR,+,DNA/CMC-EnSpm,11034,16,103,88,18,1.1,4.7,"XM_017478174.1 PREDICTED: Ictalurus punctatus sn1-specific diacylglycerol lipase alpha-like (LOC108271021), transcript variant X1, mRNA",LOC108271021
2553,XM_017478185.1,Zisupton-7_DR,C,DNA/Zisupton,17082,4850,4932,83,20.5,0,0,"XM_017478185.1 PREDICTED: Ictalurus punctatus neogenin-like (LOC108271025), transcript variant X1, mRNA",LOC108271025
2554,XM_017478192.1,Copia-6-I_DR,+,LTR/Gypsy?,2273,4855,4934,80,21.8,3.8,2.5,"XM_017478192.1 PREDICTED: Ictalurus punctatus neogenin-like (LOC108271025), transcript variant X8, mRNA",LOC108271025
2555,XM_017478195.1,SINE2-3B_DR,C,SINE/tRNA-V,351,1,97,97,21.6,3.1,0,"XM_017478195.1 PREDICTED: Ictalurus punctatus 40S ribosomal protein S17-like (LOC108271026), transcript variant X1, mRNA",LOC108271026
2556,XM_017478224.1,L1-2_DR,+,LINE/L1-Tx1,5746,152,5206,5055,22.75,7.9,2.05,"XM_017478224.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108271034 (LOC108271034), mRNA",LOC108271034
2557,XM_017478230.1,Mariner-19_DR,C,DNA/TcMar-Tc1,1227,2136,2240,105,27.6,1.9,0,"XM_017478230.1 PREDICTED: Ictalurus punctatus C-C chemokine receptor type 4-like (LOC108271036), transcript variant X1, mRNA",LOC108271036
2558,XM_017478233.1,DANA,C,SINE/tRNA-V-RTE,394,1221,1366,146,21.9,13,3.1,"XM_017478233.1 PREDICTED: Ictalurus punctatus atrial natriuretic peptide receptor 2-like (LOC108271041), transcript variant X1, mRNA",LOC108271041
