"","qry_id","repeat_id","matching_repeat","matching_class","reference_length","merged_qrystart","merged_qryend","mergedfraglength","perc_div","perc_del","perc_insert","V1","locus"
"4365","XM_012961255.3","Harbinger-N5_XT","+","DNA/PIF-Harbinger",340,1911,2120,210,19.1,22.4,0,">XM_012961255.3 PREDICTED: Xenopus tropicalis MARVEL domain containing 3 (marveld3), transcript variant X1, mRNA","marveld3"
"4366","XM_012961266.3","Kolobok-N7_XT","C","DNA/Kolobok-T2",611,3954,4079,126,14.4,0,0.8,">XM_012961266.3 PREDICTED: Xenopus tropicalis carbonic anhydrase VB, mitochondrial (ca5b), transcript variant X1, mRNA","ca5b"
"4367","XM_012961266.3","Harbinger-N11_XT","C","DNA/PIF-Harbinger",199,5085,5236,152,8.6,12.5,0,">XM_012961266.3 PREDICTED: Xenopus tropicalis carbonic anhydrase VB, mitochondrial (ca5b), transcript variant X1, mRNA","ca5b"
"4368","XM_012961266.3","DNA4_Xt","C","DNA/TcMar-Tigger",658,3720,3840,121,15.7,35.5,0,">XM_012961266.3 PREDICTED: Xenopus tropicalis carbonic anhydrase VB, mitochondrial (ca5b), transcript variant X1, mRNA","ca5b"
"4369","XM_012961281.3","hAT-N12_XT","C","DNA/hAT-Tip100",156,3419,3539,121,15.8,5.8,0.8,">XM_012961281.3 PREDICTED: Xenopus tropicalis coiled-coil domain containing 85B (ccdc85b), transcript variant X1, mRNA","ccdc85b"
"4370","XM_012961302.3","XR-c_Xt","+","DNA/Kolobok-T2",600,403,497,95,9.2,28.4,8,">XM_012961302.3 PREDICTED: Xenopus tropicalis myozenin 2 (myoz2), transcript variant X1, mRNA","myoz2"
"4371","XM_012961306.3","T2_3_Xt","C","DNA/Kolobok-T2",597,266,354,89,20.2,0,0,">XM_012961306.3 PREDICTED: Xenopus tropicalis dynein regulatory complex subunit 7 (drc7), transcript variant X1, mRNA","drc7"
"4372","XM_012961332.3","XR-c_Xt","+","DNA/Kolobok-T2",600,4448,4824,377,17.35,15.2,3.85,">XM_012961332.3 PREDICTED: Xenopus tropicalis protein phosphatase 6 regulatory subunit 3 (ppp6r3), transcript variant X3, mRNA","ppp6r3"
"4373","XM_012961332.3","DNA1A_XT","C","DNA",175,3453,3608,156,11.8,7.7,2.4,">XM_012961332.3 PREDICTED: Xenopus tropicalis protein phosphatase 6 regulatory subunit 3 (ppp6r3), transcript variant X3, mRNA","ppp6r3"
"4374","XM_012961337.3","XFB-1_Xt","+","DNA/Kolobok-T2",494,5372,5452,81,11.1,1.2,0,">XM_012961337.3 PREDICTED: Xenopus tropicalis F-box protein 31 (fbxo31), transcript variant X1, mRNA","fbxo31"
"4375","XM_012961341.3","Harbinger-N5_XT","+","DNA/PIF-Harbinger",340,978,1086,109,23.1,1.8,0.9,">XM_012961341.3 PREDICTED: Xenopus tropicalis docking protein 4 (dok4), transcript variant X1, mRNA","dok4"
"4376","XM_012961344.3","Kolobok-N3_XT","C","DNA/Kolobok-T2",432,2524,2765,242,13.4,6.6,1.2,">XM_012961344.3 PREDICTED: Xenopus tropicalis NIMA-related kinase 7 (nek7), transcript variant X1, mRNA","nek7"
"4377","XM_012961350.3","DIRS-13A_XT","+","LTR/DIRS",5629,84,233,150,22.4,2,2,">XM_012961350.3 PREDICTED: Xenopus tropicalis NIMA-related kinase 7 (nek7), transcript variant X7, mRNA","nek7"
"4378","XM_012961356.3","XBR_Xt","C","DNA/Kolobok-T2",469,3894,4277,384,14.8,1,0,">XM_012961356.3 PREDICTED: Xenopus tropicalis tudor domain containing 12 (tdrd12), transcript variant X2, mRNA","tdrd12"
"4379","XM_012961356.3","Tc1-11_Xt","C","DNA/TcMar-Tc1",1633,41,139,99,25,2,3.1,">XM_012961356.3 PREDICTED: Xenopus tropicalis tudor domain containing 12 (tdrd12), transcript variant X2, mRNA","tdrd12"
"4380","XM_012961367.3","SINE2-1_XT","C","SINE/tRNA-V-Core-L2",336,3511,3733,223,20.7,9.4,0.4,">XM_012961367.3 PREDICTED: Xenopus tropicalis nitric oxide synthase 1 adaptor protein (nos1ap), transcript variant X1, mRNA","nos1ap"
"4381","XM_012961449.3","Harbinger-N3_XT","+","DNA/PIF-Harbinger",372,409,725,317,10.2,15.5,0.8,">XM_012961449.3 PREDICTED: Xenopus tropicalis suppressor of IKBKE 1 (sike1), transcript variant X1, mRNA","sike1"
"4382","XM_012961489.3","Harbinger-N10_XT","+","DNA/PIF-Harbinger",220,3643,3775,133,15,1.5,0,">XM_012961489.3 PREDICTED: Xenopus tropicalis TRIO and F-actin binding protein (triobp), transcript variant X2, mRNA","triobp"
"4383","XM_012961496.3","DNA4_Xt","+","DNA/TcMar-Tigger",658,2833,2931,99,17.2,10.1,0,">XM_012961496.3 PREDICTED: Xenopus tropicalis colony stimulating factor 2 receptor beta common subunit (csf2rb), transcript variant X1, mRNA","csf2rb"
"4384","XM_012961515.3","Kolobok-N5_XT","C","DNA/Kolobok-T2",509,2664,3023,360,11.1,42.6,1.3,">XM_012961515.3 PREDICTED: Xenopus tropicalis adhesion G protein-coupled receptor L4 (adgrl4), transcript variant X1, mRNA","adgrl4"
"4385","XM_012961515.3","Kolobok-N11_XT","+","DNA/Kolobok-T2",447,3024,3280,257,15.2,45.6,1.1,">XM_012961515.3 PREDICTED: Xenopus tropicalis adhesion G protein-coupled receptor L4 (adgrl4), transcript variant X1, mRNA","adgrl4"
"4386","XM_012961597.2","SINE2-1_XT","+","SINE/tRNA-V-Core-L2",336,1740,2021,282,19.9,11,1.9,">XM_012961597.2 PREDICTED: Xenopus tropicalis cytochrome P450 4B1 (LOC100488078), mRNA","LOC100488078"
"4387","XM_012961644.3","hAT-N3_XT","+","DNA/hAT-Charlie",290,4315,4450,136,26.6,14,3.3,">XM_012961644.3 PREDICTED: Xenopus tropicalis interleukin 34 (il34), transcript variant X1, mRNA","il34"
"4388","XM_012961644.3","hAT-12_XT","C","DNA/hAT-Ac",4680,1896,1987,92,19.6,5.4,0,">XM_012961644.3 PREDICTED: Xenopus tropicalis interleukin 34 (il34), transcript variant X1, mRNA","il34"
"4389","XM_012961644.3","Harbinger-2N1D_XT","+","DNA/PIF-Harbinger",453,4451,4661,211,11.5,0.9,1.4,">XM_012961644.3 PREDICTED: Xenopus tropicalis interleukin 34 (il34), transcript variant X1, mRNA","il34"
"4390","XM_012961644.3","hAT-N13_XT","+","DNA/hAT-Blackjack",291,4171,4297,127,25.4,7.9,7,">XM_012961644.3 PREDICTED: Xenopus tropicalis interleukin 34 (il34), transcript variant X1, mRNA","il34"
"4391","XM_012961644.3","Kolobok-N5_XT","+","DNA/Kolobok-T2",509,3688,3835,148,16.6,3.4,2,">XM_012961644.3 PREDICTED: Xenopus tropicalis interleukin 34 (il34), transcript variant X1, mRNA","il34"
"4392","XM_012961664.3","DNA1A_XT","C","DNA",175,3242,3370,129,23.9,10.1,2.9,">XM_012961664.3 PREDICTED: Xenopus tropicalis PDZ and LIM domain 5 (pdlim5), transcript variant X2, mRNA","pdlim5"
"4393","XM_012961691.3","Tc1-17a_Xen","C","DNA/TcMar-Tc1",890,2562,3004,443,20.6,2.7,1.3,">XM_012961691.3 PREDICTED: Xenopus tropicalis PDZ and LIM domain 5 (pdlim5), transcript variant X12, mRNA","pdlim5"
"4394","XM_012961701.3","Gypsy-6_XT-I","C","LTR/Gypsy",4104,843,1053,211,1.9,0,0,">XM_012961701.3 PREDICTED: Xenopus tropicalis 8-oxoguanine DNA glycosylase (ogg1), transcript variant X4, mRNA","ogg1"
"4395","XM_012961712.3","CR1_1a_Xt","C","LINE/CR1",4756,1,563,563,17.4,6.9,0.2,">XM_012961712.3 PREDICTED: Xenopus tropicalis cullin-associated and neddylation-dissociated 2 (putative) (cand2), transcript variant X2, mRNA","c""putative"", ""cand2"""
"4396","XM_012961712.3","XR-c_Xt","+","DNA/Kolobok-T2",600,581,865,285,22,9.1,1,">XM_012961712.3 PREDICTED: Xenopus tropicalis cullin-associated and neddylation-dissociated 2 (putative) (cand2), transcript variant X2, mRNA","c""putative"", ""cand2"""
"4397","XM_012961735.3","BEL-2-I_XT","+","LTR/Pao",6193,692,2718,2027,30.875,3.825,2.075,">XM_012961735.3 PREDICTED: Xenopus tropicalis uncharacterized LOC105947022 (LOC105947022), mRNA","LOC105947022"
"4398","XM_012961796.3","Harbinger-N3A_XT","+","DNA/PIF-Harbinger",361,7057,7335,279,14.7,7.95,0.75,">XM_012961796.3 PREDICTED: Xenopus tropicalis MAU2, sister chromatid cohesion factor (mau2), transcript variant X1, mRNA","mau2"
"4399","XM_012961796.3","Harbinger-N12A_XT","+","DNA/PIF-Harbinger",342,3325,3637,313,34.6,4.5,3.1,">XM_012961796.3 PREDICTED: Xenopus tropicalis MAU2, sister chromatid cohesion factor (mau2), transcript variant X1, mRNA","mau2"
"4400","XM_012961838.3","Harbinger-N3A_XT","+","DNA/PIF-Harbinger",361,1940,2258,319,16.9,4.7,0,">XM_012961838.3 PREDICTED: Xenopus tropicalis cathepsin D (LOC101733630), mRNA","LOC101733630"
"4401","XM_012961953.3","Kolobok-N7_XT","+","DNA/Kolobok-T2",611,2513,3118,606,5.8,1.8,1,">XM_012961953.3 PREDICTED: Xenopus tropicalis receptor accessory protein 6 (reep6), transcript variant X1, mRNA","reep6"
"4402","XM_012961953.3","XR-a_Xt","C","DNA/Kolobok-T2",610,1618,2193,576,8.8,6.8,0.8,">XM_012961953.3 PREDICTED: Xenopus tropicalis receptor accessory protein 6 (reep6), transcript variant X1, mRNA","reep6"
"4403","XM_012961953.3","CR1-2_XT","C","LINE/CR1",4534,1452,1610,159,24,32.1,0.5,">XM_012961953.3 PREDICTED: Xenopus tropicalis receptor accessory protein 6 (reep6), transcript variant X1, mRNA","reep6"
"4404","XM_012961962.3","hAT-N12_XT","C","DNA/hAT-Tip100",156,2276,2381,106,11.3,0,0,">XM_012961962.3 PREDICTED: Xenopus tropicalis family with sequence similarity 151 member A (fam151a), mRNA","fam151a"
"4405","XM_012961962.3","DNA4_Xt","C","DNA/TcMar-Tigger",658,1918,2134,217,20.9,9.7,0.8,">XM_012961962.3 PREDICTED: Xenopus tropicalis family with sequence similarity 151 member A (fam151a), mRNA","fam151a"
"4406","XM_012961962.3","Kolobok-N10_XT","+","DNA/Kolobok-T2",417,2425,2557,133,17.3,4.5,8.6,">XM_012961962.3 PREDICTED: Xenopus tropicalis family with sequence similarity 151 member A (fam151a), mRNA","fam151a"
"4407","XM_012962018.3","L2-3_XT","+","LINE/L2",4546,3070,3236,167,14,0.6,1.8,">XM_012962018.3 PREDICTED: Xenopus tropicalis zinc finger protein 585A (znf585a), mRNA","znf585a"
"4408","XM_012962026.3","Tc1-4_Xt","C","DNA/TcMar-Tc1",1596,30,212,183,11.5,7.7,0.5,">XM_012962026.3 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC101732496), mRNA","LOC101732496"
"4409","XM_012962026.3","piggyBac-N2_XT","C","DNA/PiggyBac",4236,213,374,162,16.6,0,6.95,">XM_012962026.3 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC101732496), mRNA","LOC101732496"
"4410","XM_012962094.3","DNA1_Xt","+","DNA",166,6495,6655,161,3.7,2.5,0,">XM_012962094.3 PREDICTED: Xenopus tropicalis four-jointed box kinase 1 (fjx1), mRNA","fjx1"
"4411","XM_012962094.3","SINE2-1_XT","C","SINE/tRNA-V-Core-L2",336,6057,6235,179,19.8,13.4,1,">XM_012962094.3 PREDICTED: Xenopus tropicalis four-jointed box kinase 1 (fjx1), mRNA","fjx1"
"4412","XM_012962136.2","hAT-N3_XT","C","DNA/hAT-Charlie",290,118,220,103,21.4,1,0,">XM_012962136.2 PREDICTED: Xenopus tropicalis chromosome 9 open reading frame 72 (c9orf72), transcript variant X1, mRNA","c9orf72"
"4413","XM_012962158.3","Penelope-7_XT","+","LINE/Penelope",2398,701,827,127,12.1,4.7,2.3,">XM_012962158.3 PREDICTED: Xenopus tropicalis dispanin subfamily A member 2b (LOC101733140), mRNA","LOC101733140"
"4414","XM_012962158.3","Penelope-7_XT","C","LINE/Penelope",2398,605,688,84,11.9,10.7,0,">XM_012962158.3 PREDICTED: Xenopus tropicalis dispanin subfamily A member 2b (LOC101733140), mRNA","LOC101733140"
"4415","XM_012962162.2","CR1-2_XT","+","LINE/CR1",4534,1444,1590,147,11.1,0,2.1,">XM_012962162.2 PREDICTED: Xenopus tropicalis traf2 and NCK-interacting protein kinase (LOC101733778), mRNA","LOC101733778"
"4416","XM_012962204.3","DNA4_Xt","C","DNA/TcMar-Tigger",658,2010,2236,227,17.8,7,0,">XM_012962204.3 PREDICTED: Xenopus tropicalis putative ferric-chelate reductase 1 (LOC105947222), transcript variant X1, mRNA","LOC105947222"
"4417","XM_012962204.3","Harbinger-N7A_XT","C","DNA/PIF-Harbinger",332,1699,2009,311,3.2,6.8,0,">XM_012962204.3 PREDICTED: Xenopus tropicalis putative ferric-chelate reductase 1 (LOC105947222), transcript variant X1, mRNA","LOC105947222"
"4418","XM_012962214.2","CR1_1a_Xt","+","LINE/CR1",4756,1294,1428,135,3.1,1.5,3.8,">XM_012962214.2 PREDICTED: Xenopus tropicalis sorting nexin 20 (snx20), transcript variant X1, mRNA","snx20"
"4419","XM_012962235.3","Harbinger-N3B_XT","+","DNA/PIF-Harbinger",350,5640,5842,203,27.1,8.4,1.9,">XM_012962235.3 PREDICTED: Xenopus tropicalis pyruvate carboxylase, gene 2 (pc.2), transcript variant X1, mRNA","pc.2"
"4420","XM_012962252.3","Harbinger-N10_XT","C","DNA/PIF-Harbinger",220,1302,1502,201,12.9,9.4,0,">XM_012962252.3 PREDICTED: Xenopus tropicalis chromosome 4 C16orf46 homolog (c4h16orf46), transcript variant X2, mRNA","c4h16orf46"
"4421","XM_012962256.3","BEL-3-LTR_XT","+","LTR/Pao",508,29,450,422,1.2,21.1,0.7,">XM_012962256.3 PREDICTED: Xenopus tropicalis uncharacterized LOC100485864 (LOC100485864), mRNA","LOC100485864"
"4422","XM_012962262.3","LTRX1-LTR_XT","+","LTR/Copia",735,1,98,98,18.3,3.1,5.2,">XM_012962262.3 PREDICTED: Xenopus tropicalis novel C3HC4 type (RING finger) and B-box zinc finger protein with SPRY domain (LOC100124771), transcript variant X4, mRNA","c""RING finger"", ""LOC100124771"""
"4423","XM_012962294.2","Harbinger-N9_XT","C","DNA/PIF-Harbinger",309,1500,1727,228,15.2,11,4.5,">XM_012962294.2 PREDICTED: Xenopus tropicalis spermatogenesis associated 2-like (spata2l), transcript variant X1, mRNA","spata2l"
"4424","XM_012962339.3","UB7b_Xt","+","DNA/Kolobok-T2",2010,1693,2293,601,7.4,4.3,1.6,">XM_012962339.3 PREDICTED: Xenopus tropicalis cyclin G2 (ccng2), transcript variant X2, mRNA","ccng2"
"4425","XM_012962364.3","Kolobok-N11_XT","+","DNA/Kolobok-T2",447,3025,3190,166,16.9,0,0,">XM_012962364.3 PREDICTED: Xenopus tropicalis N-acetylated alpha-linked acidic dipeptidase-like 1 (naaladl1), mRNA","naaladl1"
"4426","XM_012962364.3","hAT-N12_XT","C","DNA/hAT-Tip100",156,2603,2751,149,16.1,4.7,0,">XM_012962364.3 PREDICTED: Xenopus tropicalis N-acetylated alpha-linked acidic dipeptidase-like 1 (naaladl1), mRNA","naaladl1"
"4427","XM_012962383.3","POR","+","DNA/hAT-Charlie",308,3539,3765,227,11,17.6,0,">XM_012962383.3 PREDICTED: Xenopus tropicalis interferon regulatory factor 7 (irf7), mRNA","irf7"
"4428","XM_012962383.3","hAT-N12_XT","C","DNA/hAT-Tip100",156,3060,3172,113,11.5,1.8,0,">XM_012962383.3 PREDICTED: Xenopus tropicalis interferon regulatory factor 7 (irf7), mRNA","irf7"
"4429","XM_012962389.3","Kolobok-N8_XT","+","DNA/Kolobok-T2",426,1,127,127,15.8,0.8,0,">XM_012962389.3 PREDICTED: Xenopus tropicalis leucine rich repeat containing 56 (lrrc56), transcript variant X2, mRNA","lrrc56"
"4430","XM_012962399.3","DIRS-8_XT","+","LTR/DIRS",5898,8,99,92,18.9,3.3,2.1,">XM_012962399.3 PREDICTED: Xenopus tropicalis ovo like zinc finger 1 (ovol1), transcript variant X2, mRNA","ovol1"
"4431","XM_012962427.3","XBR_Xt","C","DNA/Kolobok-T2",469,2167,2525,359,15.5,12,1,">XM_012962427.3 PREDICTED: Xenopus tropicalis calcyphosine like (capsl), transcript variant X1, mRNA","capsl"
"4432","XM_012962436.3","Kolobok-2_XT","+","DNA/Kolobok-T2",8367,3225,3335,111,11.1,2.9,0.7,">XM_012962436.3 PREDICTED: Xenopus tropicalis WD repeat domain 41 (wdr41), transcript variant X1, mRNA","wdr41"
"4433","XM_012962436.3","Kolobok-N7_XT","C","DNA/Kolobok-T2",611,2418,2954,537,7.65,7.3,0.15,">XM_012962436.3 PREDICTED: Xenopus tropicalis WD repeat domain 41 (wdr41), transcript variant X1, mRNA","wdr41"
"4434","XM_012962436.3","hAT-12N1_XT","C","DNA/hAT-Ac",281,3026,3128,103,7.2,18.4,5.2,">XM_012962436.3 PREDICTED: Xenopus tropicalis WD repeat domain 41 (wdr41), transcript variant X1, mRNA","wdr41"
"4435","XM_012962455.2","Harbinger-N9A_XT","+","DNA/PIF-Harbinger",318,2989,3247,259,18.4,1.5,1.1,">XM_012962455.2 PREDICTED: Xenopus tropicalis chloride channel accessory 1 gene 3 (clca1.3), mRNA","clca1.3"
"4436","XM_012962465.3","XR-b_Xt","+","DNA/Kolobok-T2",609,1,92,92,6.5,1.1,0,">XM_012962465.3 PREDICTED: Xenopus tropicalis dimethylaniline monooxygenase [N-oxide-forming] 2 (LOC100489408), transcript variant X1, mRNA","LOC100489408"
"4437","XM_012962466.3","piggyBac-N2_XT","+","DNA/PiggyBac",4236,2211,2358,148,27.9,2.7,0.7,">XM_012962466.3 PREDICTED: Xenopus tropicalis dimethylaniline monooxygenase [N-oxide-forming] 5 (LOC100489254), transcript variant X2, mRNA","LOC100489254"
"4438","XM_012962498.2","BEL-2-I_XT","+","LTR/Pao",6193,2044,5327,3284,31,3.1,2.8,">XM_012962498.2 PREDICTED: Xenopus tropicalis uncharacterized LOC101734088 (LOC101734088), transcript variant X2, mRNA","LOC101734088"
"4439","XM_012962498.2","BEL-5-I_XT","+","LTR/Pao",7064,595,1824,1230,39.6,1.05,1.35,">XM_012962498.2 PREDICTED: Xenopus tropicalis uncharacterized LOC101734088 (LOC101734088), transcript variant X2, mRNA","LOC101734088"
"4440","XM_012962517.3","XBR_Xt","C","DNA/Kolobok-T2",469,2394,2833,440,16.2,8.6,1.9,">XM_012962517.3 PREDICTED: Xenopus tropicalis neuronal pentraxin receptor (nptxr), mRNA","nptxr"
"4441","XM_012962553.3","piggyBac-N2A_XT","C","DNA/PiggyBac",3782,3964,4418,455,19.35,3.65,2.2,">XM_012962553.3 PREDICTED: Xenopus tropicalis hdc homolog, cell cycle regulator (heca), transcript variant X3, mRNA","heca"
"4442","XM_012962553.3","Harbinger-2N1_XT","C","DNA/PIF-Harbinger",451,3115,3197,83,2.4,0,0,">XM_012962553.3 PREDICTED: Xenopus tropicalis hdc homolog, cell cycle regulator (heca), transcript variant X3, mRNA","heca"
"4443","XM_012962563.3","DNA1_Xt","+","DNA",166,6224,6378,155,24.7,1.9,0.6,">XM_012962563.3 PREDICTED: Xenopus tropicalis ATPase, class V, type 10D (atp10d), transcript variant X1, mRNA","atp10d"
"4444","XM_012962574.3","hAT-N2A_XT","+","DNA/hAT-Ac",1280,4202,4728,527,20.75,2.15,5.5,">XM_012962574.3 PREDICTED: Xenopus tropicalis estrogen related receptor gamma (esrrg), transcript variant X1, mRNA","esrrg"
"4445","XM_012962646.3","Kolobok-N11_XT","C","DNA/Kolobok-T2",447,1966,2054,89,15.7,9,0,">XM_012962646.3 PREDICTED: Xenopus tropicalis RIO kinase 2 (riok2), transcript variant X1, mRNA","riok2"
"4446","XM_012962725.3","hAT-12N1A_XT","+","DNA/hAT-Ac",312,2458,2709,252,21.6,23.8,1,">XM_012962725.3 PREDICTED: Xenopus tropicalis asparaginase like 1 (asrgl1), transcript variant X1, mRNA","asrgl1"
"4447","XM_012962735.3","Kolobok-1N3_XT","C","DNA/Kolobok-T2",615,371,542,172,15.9,0.6,1.2,">XM_012962735.3 PREDICTED: Xenopus tropicalis clathrin heavy chain linker domain containing 1 (clhc1), transcript variant X2, mRNA","clhc1"
"4448","XM_012962784.3","Kolobok-N1_XT","C","DNA/Kolobok-T2",582,4615,4900,286,16.1,9.8,4.3,">XM_012962784.3 PREDICTED: Xenopus tropicalis mitogen-activated protein kinase kinase kinase kinase 3 (map4k3), transcript variant X1, mRNA","map4k3"
"4449","XM_012962789.3","CR1_1a_Xt","C","LINE/CR1",4756,2888,3016,129,23.3,19.4,0,">XM_012962789.3 PREDICTED: Xenopus tropicalis HBS1 like translational GTPase (hbs1l), transcript variant X1, mRNA","hbs1l"
"4450","XM_012962792.2","DNA1A_XT","C","DNA",175,2900,2986,87,26.2,3.5,3.5,">XM_012962792.2 PREDICTED: Xenopus tropicalis lysocardiolipin acyltransferase 1 (lclat1), transcript variant X1, mRNA","lclat1"
"4451","XM_012962795.3","Harbinger-N16_XT","C","DNA/PIF-Harbinger",247,2380,2590,211,15.2,17.1,0.4,">XM_012962795.3 PREDICTED: Xenopus tropicalis lectin, galactoside binding soluble 8 (lgals8), transcript variant X2, mRNA","lgals8"
"4452","XM_012962795.3","DNA4_Xt","C","DNA/TcMar-Tigger?",658,2283,2674,392,15.05,0.6,0,">XM_012962795.3 PREDICTED: Xenopus tropicalis lectin, galactoside binding soluble 8 (lgals8), transcript variant X2, mRNA","lgals8"
"4453","XM_012962817.3","T2_2c_Xt","C","DNA/Kolobok-T2",500,2149,2303,155,18.8,12.3,0.6,">XM_012962817.3 PREDICTED: Xenopus tropicalis neuroblastoma RAS viral (v-ras) oncogene homolog (nras), transcript variant X1, mRNA","c""v-ras"", ""nras"""
"4454","XM_012962839.3","DNA1_Xt","C","DNA",166,1198,1282,85,12.4,1.2,14.7,">XM_012962839.3 PREDICTED: Xenopus tropicalis N(alpha)-acetyltransferase 20, NatB catalytic subunit (naa20), transcript variant X1, mRNA","c""alpha"", ""naa20"""
"4455","XM_012962883.3","XBR_Xt","C","DNA/Kolobok-T2",469,5479,5852,374,26.6,15.2,3.4,">XM_012962883.3 PREDICTED: Xenopus tropicalis protein tyrosine phosphatase, non-receptor type 11 (ptpn11), transcript variant X1, mRNA","ptpn11"
"4456","XM_012962918.3","XBR_Xt","+","DNA/Kolobok-T2",469,3318,3682,365,18.2,11.8,2,">XM_012962918.3 PREDICTED: Xenopus tropicalis protein phosphatase, Mg2+/Mn2+ dependent 1B (ppm1b), transcript variant X1, mRNA","ppm1b"
"4457","XM_012962918.3","DNA4_Xt","C","DNA/TcMar-Tigger",658,4177,4345,169,16.2,16,5.4,">XM_012962918.3 PREDICTED: Xenopus tropicalis protein phosphatase, Mg2+/Mn2+ dependent 1B (ppm1b), transcript variant X1, mRNA","ppm1b"
"4458","XM_012962967.3","Kolobok-N11_XT","+","DNA/Kolobok-T2",447,3441,3806,366,21,16.7,0,">XM_012962967.3 PREDICTED: Xenopus tropicalis fer (fps/fes related) tyrosine kinase (fer), transcript variant X1, mRNA","c""fps/fes related"", ""fer"""
"4459","XM_012962978.3","DNA6_XT","C","DNA",545,2332,2515,184,23.3,17.9,4.3,">XM_012962978.3 PREDICTED: Xenopus tropicalis testis development related protein (tdrp), transcript variant X1, mRNA","tdrp"
"4460","XM_012963000.3","Harbinger-N10_XT","+","DNA/PIF-Harbinger",220,3187,3406,220,11.8,0,0,">XM_012963000.3 PREDICTED: Xenopus tropicalis solute carrier family 20 (phosphate transporter), member 2 (slc20a2), transcript variant X1, mRNA","c""phosphate transporter"", ""slc20a2"""
"4461","XM_012963014.3","Harbinger-2_XT","+","DNA/PIF-Harbinger",12806,71,462,392,14.95,2.9,9.8,">XM_012963014.3 PREDICTED: Xenopus tropicalis zinc finger and BTB domain containing 2 (zbtb2), transcript variant X3, mRNA","zbtb2"
"4462","XM_012963014.3","XBR_Xt","+","DNA/Kolobok-T2",469,5234,5647,414,12.9,14,0.6,">XM_012963014.3 PREDICTED: Xenopus tropicalis zinc finger and BTB domain containing 2 (zbtb2), transcript variant X3, mRNA","zbtb2"
"4463","XM_012963024.3","CR1-2_XT","C","LINE/CR1",4534,302,450,149,13.8,2.7,2.7,">XM_012963024.3 PREDICTED: Xenopus tropicalis FGFR1 oncogene partner (fgfr1op), transcript variant X17, mRNA","fgfr1op"
"4464","XM_012963029.3","Kolobok-N3_XT","+","DNA/Kolobok-T2",432,2806,2905,100,18.3,10,1.9,">XM_012963029.3 PREDICTED: Xenopus tropicalis RasGEF domain family member 1B (rasgef1b), transcript variant X3, mRNA","rasgef1b"
"4465","XM_012963029.3","Harbinger-N11_XT","+","DNA/PIF-Harbinger",199,3114,3312,199,9.1,0.5,0.5,">XM_012963029.3 PREDICTED: Xenopus tropicalis RasGEF domain family member 1B (rasgef1b), transcript variant X3, mRNA","rasgef1b"
"4466","XM_012963041.3","Kolobok-N1_XT","C","DNA/Kolobok-T2",582,85,179,95,19.1,0,1.1,">XM_012963041.3 PREDICTED: Xenopus tropicalis F-box protein 30 (fbxo30), transcript variant X1, mRNA","fbxo30"
"4467","XM_012963050.3","Harbinger-N9_XT","C","DNA/PIF-Harbinger",309,3773,3873,101,13.9,0,0,">XM_012963050.3 PREDICTED: Xenopus tropicalis potassium channel, voltage gated subfamily A regulatory beta subunit 1 (kcnab1), transcript variant X1, mRNA","kcnab1"
"4468","XM_012963050.3","DNA4_Xt","+","DNA/TcMar-Tigger",658,3177,3333,157,19.1,5.7,0,">XM_012963050.3 PREDICTED: Xenopus tropicalis potassium channel, voltage gated subfamily A regulatory beta subunit 1 (kcnab1), transcript variant X1, mRNA","kcnab1"
"4469","XM_012963050.3","hAT-N12_XT","C","DNA/hAT-Tip100",156,4469,4580,112,11.6,11.6,0,">XM_012963050.3 PREDICTED: Xenopus tropicalis potassium channel, voltage gated subfamily A regulatory beta subunit 1 (kcnab1), transcript variant X1, mRNA","kcnab1"
"4470","XM_012963054.3","Harbinger-N2_XT","+","DNA/PIF-Harbinger",1108,1118,1233,116,20.7,4.3,0,">XM_012963054.3 PREDICTED: Xenopus tropicalis zinc finger matrin-type 3 (zmat3), transcript variant X2, mRNA","zmat3"
"4471","XM_012963077.3","hAT-N15_XT","+","DNA/hAT-Ac",205,2476,2668,193,16.4,4.7,5.2,">XM_012963077.3 PREDICTED: Xenopus tropicalis VPS33A, CORVET/HOPS core subunit (vps33a), transcript variant X1, mRNA","vps33a"
"4472","XM_012963081.3","Kolobok-N1_XT","C","DNA/Kolobok-T2",582,4704,4941,238,20.2,20.2,0,">XM_012963081.3 PREDICTED: Xenopus tropicalis BCL2 like 11 (bcl2l11), transcript variant X1, mRNA","bcl2l11"
"4473","XM_012963081.3","XBR_Xt","C","DNA/Kolobok-T2",469,6361,6478,118,21.9,1.7,3.5,">XM_012963081.3 PREDICTED: Xenopus tropicalis BCL2 like 11 (bcl2l11), transcript variant X1, mRNA","bcl2l11"
"4474","XM_012963081.3","Harbinger-N3A_XT","+","DNA/PIF-Harbinger",361,7730,7923,194,16.5,0.5,0,">XM_012963081.3 PREDICTED: Xenopus tropicalis BCL2 like 11 (bcl2l11), transcript variant X1, mRNA","bcl2l11"
"4475","XM_012963128.3","DNA1_Xt","+","DNA",166,2607,2710,104,21,3.9,3.9,">XM_012963128.3 PREDICTED: Xenopus tropicalis guanine nucleotide binding protein (G protein), gamma 4 (gng4), transcript variant X1, mRNA","c""G protein"", ""gng4"""
