,qry_id,repeat_id,matching_repeat,matching_class,reference_length,merged_qrystart,merged_qryend,mergedfraglength,perc_div,perc_del,perc_insert,Gene,isoform
9855,XM_017472803.1,TE_00003619,+,__ClassII_DNA_hAT_nMITE,1558,1643,1954,312,16.1,7.7,3.9,"XM_017472803.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108268101 (LOC108268101), transcript variant X1, mRNA",LOC108268101
9856,XM_017472806.1,TE_00003670,+,__ClassI_LTR_Gypsy,4650,1127,1269,143,22.6,13.3,10.2,"XM_017472806.1 PREDICTED: Ictalurus punctatus lysophospholipase I (lypla1), transcript variant X1, mRNA",lypla1
9857,XM_017472810.1,TE_00003365,C,__ClassII_DNA_hAT_nMITE,2335,2631,2806,176,32.2,1.7,2.9,"XM_017472810.1 PREDICTED: Ictalurus punctatus 5-hydroxytryptamine receptor 5A (htr5a), mRNA",htr5a
9858,XM_017472813.1,TE_00003226,C,__ClassII_DNA_hAT_nMITE,2794,1879,2413,535,0,0,0,"XM_017472813.1 PREDICTED: Ictalurus punctatus RAB39B, member RAS oncogene family (rab39b), mRNA",rab39b
9859,XM_017472815.1,TE_00003226,+,__ClassII_DNA_hAT_nMITE,2794,880,1423,544,0,0,0,"XM_017472815.1 PREDICTED: Ictalurus punctatus VHL binding protein 1 (vbp1), mRNA",vbp1
9860,XM_017472816.1,TE_00002491,C,__ClassII_DNA_CACTA_nMITE,4986,2,927,926,11.3,2.9,6.1,"XM_017472816.1 PREDICTED: Ictalurus punctatus transcription factor E2F5-like (LOC108268108), transcript variant X1, mRNA",LOC108268108
9861,XM_017472829.1,TE_00003819,+,__ClassII_DNA_CACTA_nMITE,4456,1943,2054,112,28.2,1.8,1.8,"XM_017472829.1 PREDICTED: Ictalurus punctatus RING finger protein 11-like (LOC108268111), mRNA",LOC108268111
9862,XM_017472829.1,TE_00002923,+,__ClassII_DNA_TcMar_nMITE,2747,1662,1767,106,23.6,13.2,0,"XM_017472829.1 PREDICTED: Ictalurus punctatus RING finger protein 11-like (LOC108268111), mRNA",LOC108268111
9863,XM_017472829.1,TE_00003906,+,__ClassII_DNA_TcMar_nMITE,2717,2707,3142,436,21.8,6.9,8.6,"XM_017472829.1 PREDICTED: Ictalurus punctatus RING finger protein 11-like (LOC108268111), mRNA",LOC108268111
9864,XM_017472829.1,TE_00003856,+,__ClassII_DNA_hAT_nMITE,3881,1993,2089,97,21.5,2.1,4.2,"XM_017472829.1 PREDICTED: Ictalurus punctatus RING finger protein 11-like (LOC108268111), mRNA",LOC108268111
9865,XM_017472831.1,TE_00002483,C,__ClassII_DNA_TcMar_nMITE,4114,664,1110,447,29.4,1.9,1.3,"XM_017472831.1 PREDICTED: Ictalurus punctatus hyaluronan and proteoglycan link protein 2 (hapln2), mRNA",hapln2
9866,XM_017472833.1,TE_00000850,C,__ClassII_DNA_hAT_nMITE,2243,276,615,340,18.75,5.55,1.6,"XM_017472833.1 PREDICTED: Ictalurus punctatus C-C motif chemokine 3-like (LOC108268114), transcript variant X1, mRNA",LOC108268114
9867,XM_017472835.1,TE_00001042,+,__ClassII_DNA_TcMar_nMITE,1284,5,168,164,5.4,24.6,0.6,"XM_017472835.1 PREDICTED: Ictalurus punctatus C-C motif chemokine 3-like (LOC108268114), transcript variant X3, mRNA",LOC108268114
9868,XM_017472837.1,TE_00000850,C,__ClassII_DNA_hAT_nMITE,2243,140,554,415,21.55,1.9,12.05,"XM_017472837.1 PREDICTED: Ictalurus punctatus C-C motif chemokine 3-like (LOC108268115), transcript variant X1, mRNA",LOC108268115
9869,XM_017472837.1,TE_00001042,+,__ClassII_DNA_TcMar_nMITE,1284,1,134,134,12.7,3,0,"XM_017472837.1 PREDICTED: Ictalurus punctatus C-C motif chemokine 3-like (LOC108268115), transcript variant X1, mRNA",LOC108268115
9870,XM_017472846.1,TE_00002679,C,__ClassII_DNA_hAT_nMITE,3131,356,613,258,23.9,9.3,10.6,"XM_017472846.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108268120 (LOC108268120), transcript variant X3, mRNA",LOC108268120
9871,XM_017472869.1,TE_00003237,+,__ClassII_DNA_TcMar_nMITE,2189,13,249,237,21.4,14.4,4.6,"XM_017472869.1 PREDICTED: Ictalurus punctatus phosphatidylinositol glycan anchor biosynthesis class K (pigk), mRNA",pigk
9872,XM_017472869.1,TE_00002488,C,__ClassII_DNA_CACTA_nMITE,4511,2021,2109,89,27.9,3.4,3.4,"XM_017472869.1 PREDICTED: Ictalurus punctatus phosphatidylinositol glycan anchor biosynthesis class K (pigk), mRNA",pigk
9873,XM_017472870.1,TE_00003606,+,__ClassII_DNA_TcMar_nMITE,2941,3782,3997,216,20.9,5.1,9.1,"XM_017472870.1 PREDICTED: Ictalurus punctatus EMILIN-2-like (LOC108268130), mRNA",LOC108268130
9874,XM_017472870.1,TE_00003383,C,__ClassII_DNA_TcMar_nMITE,1571,3690,3899,210,19,5.7,12.1,"XM_017472870.1 PREDICTED: Ictalurus punctatus EMILIN-2-like (LOC108268130), mRNA",LOC108268130
9875,XM_017472870.1,TE_00002225,+,__ClassII_DNA_CACTA_nMITE,15481,3878,4246,369,28,11.4,6.2,"XM_017472870.1 PREDICTED: Ictalurus punctatus EMILIN-2-like (LOC108268130), mRNA",LOC108268130
9876,XM_017472877.1,TE_00001411,C,__ClassI_LTR_Gypsy,3334,1,522,522,1.25,0,1.5,"XM_017472877.1 PREDICTED: Ictalurus punctatus BCL2 associated athanogene 1 (bag1), mRNA",bag1
9877,XM_017472878.1,TE_00001411,C,__ClassI_LTR_Gypsy,3334,675,1019,345,0,0,0,"XM_017472878.1 PREDICTED: Ictalurus punctatus charged multivesicular body protein 5 (chmp5), transcript variant X1, mRNA",chmp5
9878,XM_017472880.1,TE_00002903,+,__ClassII_DNA_hAT_nMITE,4433,3539,3643,105,18.3,2.9,11.3,"XM_017472880.1 PREDICTED: Ictalurus punctatus delta-type opioid receptor-like (LOC108268135), mRNA",LOC108268135
9879,XM_017472880.1,TE_00003828,C,__ClassII_DNA_CACTA_nMITE,16403,3356,3479,124,25.1,13.7,3.7,"XM_017472880.1 PREDICTED: Ictalurus punctatus delta-type opioid receptor-like (LOC108268135), mRNA",LOC108268135
9880,XM_017472880.1,TE_00003465,C,__ClassII_DNA_TcMar_nMITE,3835,754,879,126,29.3,2.4,2.4,"XM_017472880.1 PREDICTED: Ictalurus punctatus delta-type opioid receptor-like (LOC108268135), mRNA",LOC108268135
9881,XM_017472892.1,TE_00001936,C,__ClassII_DNA_TcMar_nMITE,2269,223,725,503,0,0,4.65,"XM_017472892.1 PREDICTED: Ictalurus punctatus protein transport protein Sec61 subunit gamma (LOC108268140), mRNA",LOC108268140
9882,XM_017472893.1,TE_00001463,+,__ClassII_DNA_hAT_nMITE,3238,2068,2193,126,17.9,1.2,13.5,"XM_017472893.1 PREDICTED: Ictalurus punctatus retinol dehydrogenase 12-like (LOC108268141), transcript variant X1, mRNA",LOC108268141
9883,XM_017472893.1,TE_00000694,+,__ClassII_DNA_hAT_MITE,297,3245,3330,86,10.9,0,3.6,"XM_017472893.1 PREDICTED: Ictalurus punctatus retinol dehydrogenase 12-like (LOC108268141), transcript variant X1, mRNA",LOC108268141
9884,XM_017472893.1,TE_00002046,C,__ClassII_DNA_Harbinger_nMITE,4623,2423,2519,97,23.7,6.2,0,"XM_017472893.1 PREDICTED: Ictalurus punctatus retinol dehydrogenase 12-like (LOC108268141), transcript variant X1, mRNA",LOC108268141
9885,XM_017472893.1,TE_00003893,+,__ClassII_DNA_TcMar_nMITE,2951,2207,2394,188,16.75,5,5.65,"XM_017472893.1 PREDICTED: Ictalurus punctatus retinol dehydrogenase 12-like (LOC108268141), transcript variant X1, mRNA",LOC108268141
9886,XM_017472896.1,TE_00002679,+,__ClassII_DNA_hAT_nMITE,3131,208,443,236,23.1,12.7,4.7,"XM_017472896.1 PREDICTED: Ictalurus punctatus retinol dehydrogenase 12-like (LOC108268141), transcript variant X4, mRNA",LOC108268141
9887,XM_017472903.1,TE_00002228,C,__ClassII_DNA_hAT_nMITE,3447,2100,2292,193,28.1,0.5,0.5,"XM_017472903.1 PREDICTED: Ictalurus punctatus catenin delta 2 (ctnnd2), transcript variant X1, mRNA",ctnnd2
9888,XM_017472912.1,TE_00003315,C,__ClassII_DNA_TcMar_MITE,266,1,81,81,8.6,0,0,"XM_017472912.1 PREDICTED: Ictalurus punctatus scribbled planar cell polarity protein (scrib), transcript variant X2, mRNA",scrib
9889,XM_017472940.1,TE_00003872,C,__ClassII_DNA_CACTA_nMITE,11274,2648,2798,151,22.5,0,11.8,"XM_017472940.1 PREDICTED: Ictalurus punctatus neuronal pentraxin-2-like (LOC108268152), mRNA",LOC108268152
9890,XM_017472940.1,TE_00003578,+,__ClassII_DNA_hAT_nMITE,3431,2667,2815,149,17.6,2,27.7,"XM_017472940.1 PREDICTED: Ictalurus punctatus neuronal pentraxin-2-like (LOC108268152), mRNA",LOC108268152
9891,XM_017472946.1,TE_00003340,+,__ClassII_DNA_hAT_nMITE,3607,2,118,117,15.2,24.9,1.5,"XM_017472946.1 PREDICTED: Ictalurus punctatus GRB2 associated regulator of MAPK1 subtype 1 (garem1), mRNA",garem1
9892,XM_017472949.1,TE_00001654,+,__ClassII_DNA_Mutator_nMITE,4806,1370,1451,82,14.6,2.4,0,"XM_017472949.1 PREDICTED: Ictalurus punctatus ATP-binding cassette sub-family F member 2-like (LOC108268161), transcript variant X1, mRNA",LOC108268161
9893,XM_017472952.1,TE_00002838,C,__ClassII_DNA_TcMar_nMITE,4769,2170,2260,91,22.9,0,13.8,"XM_017472952.1 PREDICTED: Ictalurus punctatus cytohesin-2 (LOC108268159), mRNA",LOC108268159
9894,XM_017472954.1,TE_00003722,+,__ClassII_DNA_hAT_nMITE,3242,1,183,183,17.8,0,1.7,"XM_017472954.1 PREDICTED: Ictalurus punctatus ATP-binding cassette sub-family F member 2-like (LOC108268161), transcript variant X5, mRNA",LOC108268161
9895,XM_017472957.1,TE_00002635,C,__ClassII_DNA_Harbinger_MITE,182,328,482,155,11.6,9.7,0,"XM_017472957.1 PREDICTED: Ictalurus punctatus chondroitin polymerizing factor 2 (chpf2), transcript variant X3, mRNA",chpf2
9896,XM_017472958.1,TE_00000892,+,__ClassII_DNA_TcMar_MITE,287,2961,3232,272,22.3,11,12.7,"XM_017472958.1 PREDICTED: Ictalurus punctatus SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 (LOC108268163), transcript variant X1, mRNA",LOC108268163
9897,XM_017472964.1,TE_00002983,C,__ClassIII_Helitron,3779,3822,4080,259,22,18.9,1.6,"XM_017472964.1 PREDICTED: Ictalurus punctatus transcriptional repressor NF-X1-like (LOC108268165), transcript variant X1, mRNA",LOC108268165
9898,XM_017472966.1,TE_00001835,C,__ClassII_DNA_hAT_nMITE,765,2216,2413,198,19.5,5,4,"XM_017472966.1 PREDICTED: Ictalurus punctatus dynein regulatory complex protein 1-like (LOC108268164), mRNA",LOC108268164
9899,XM_017472969.1,TE_00001649,+,__ClassII_DNA_hAT_nMITE,1544,4017,4102,86,18.8,11.6,1.1,"XM_017472969.1 PREDICTED: Ictalurus punctatus plexin domain containing 2 (plxdc2), mRNA",plxdc2
9900,XM_017472969.1,TE_00002792,+,__ClassII_DNA_TcMar_nMITE,3987,209,325,117,29.9,5.1,0,"XM_017472969.1 PREDICTED: Ictalurus punctatus plexin domain containing 2 (plxdc2), mRNA",plxdc2
9901,XM_017472973.1,TE_00000197,+,__ClassI_LTR_Gypsy,411,449,815,367,13.3,0.3,3.7,"XM_017472973.1 PREDICTED: Ictalurus punctatus NOP2/Sun RNA methyltransferase family member 6 (nsun6), transcript variant X3, mRNA",nsun6
9902,XM_017472980.1,TE_00001835,C,__ClassII_DNA_hAT_nMITE,765,2122,2232,111,15.4,3.6,6.5,"XM_017472980.1 PREDICTED: Ictalurus punctatus dynein regulatory complex protein 1-like (LOC108268170), mRNA",LOC108268170
9903,XM_017472991.1,TE_00003139,C,__ClassII_DNA_hAT_nMITE,2119,1753,1940,188,15.1,1.6,8.5,"XM_017472991.1 PREDICTED: Ictalurus punctatus thymidylate synthetase (tyms), mRNA",tyms
9904,XM_017472997.1,TE_00001649,C,__ClassII_DNA_hAT_nMITE,1544,1010,1146,137,23.4,2.2,15.7,"XM_017472997.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108268185 (LOC108268185), transcript variant X1, mRNA",LOC108268185
9905,XM_017472997.1,TE_00002590,C,__ClassII_DNA_CACTA_nMITE,4435,2302,2624,323,19,5.9,3.6,"XM_017472997.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108268185 (LOC108268185), transcript variant X1, mRNA",LOC108268185
9906,XM_017473002.1,TE_00001024,+,__ClassI_nLTR_LINE_L1,805,186,970,785,24.85,5.15,9.65,"XM_017473002.1 PREDICTED: Ictalurus punctatus gap junction protein gamma 2 (gjc2), transcript variant X1, mRNA",gjc2
9907,XM_017473002.1,TE_00003237,C,__ClassII_DNA_TcMar_nMITE,2189,2170,2342,173,22.2,11,6.1,"XM_017473002.1 PREDICTED: Ictalurus punctatus gap junction protein gamma 2 (gjc2), transcript variant X1, mRNA",gjc2
9908,XM_017473002.1,TE_00003966,+,__ClassI_LTR_Gypsy,4547,4027,4361,335,13.7,4.8,4.5,"XM_017473002.1 PREDICTED: Ictalurus punctatus gap junction protein gamma 2 (gjc2), transcript variant X1, mRNA",gjc2
9909,XM_017473002.1,TE_00001419,+,__ClassII_DNA_hAT_nMITE,4103,2200,2322,123,25.2,9.8,0,"XM_017473002.1 PREDICTED: Ictalurus punctatus gap junction protein gamma 2 (gjc2), transcript variant X1, mRNA",gjc2
9910,XM_017473005.1,TE_00002679,C,__ClassII_DNA_hAT_nMITE,3131,2262,2343,82,20.7,0,0,"XM_017473005.1 PREDICTED: Ictalurus punctatus breast cancer metastasis-suppressor 1-like protein-A (LOC108268191), transcript variant X1, mRNA",LOC108268191
9911,XM_017473008.1,TE_00003044,C,__ClassII_DNA_hAT_nMITE,1928,2364,2767,404,0,0,0,"XM_017473008.1 PREDICTED: Ictalurus punctatus glycosylphosphatidylinositol anchor attachment 1 (gpaa1), transcript variant X1, mRNA",gpaa1
9912,XM_017473013.1,TE_00000804,C,__ClassI_LTR_Gypsy,566,2343,2797,455,28.1,18,3.9,"XM_017473013.1 PREDICTED: Ictalurus punctatus transcriptional adaptor 2B (tada2b), mRNA",tada2b
9913,XM_017473016.1,TE_00003613,C,__ClassII_DNA_hAT_nMITE,968,2488,3453,966,24.2,5.85,8.25,"XM_017473016.1 PREDICTED: Ictalurus punctatus carboxypeptidase Z (cpz), transcript variant X1, mRNA",cpz
9914,XM_017473018.1,TE_00003523,+,__ClassII_DNA_TcMar_nMITE,4196,4542,4923,382,25.1,6.8,1.8,"XM_017473018.1 PREDICTED: Ictalurus punctatus mitogen-activated protein kinase kinase kinase 5-like (LOC108268173), mRNA",LOC108268173
9915,XM_017473020.1,TE_00000466,+,__ClassI_nLTR_LINE_RTE,3039,3486,3763,278,2.5,0,0,"XM_017473020.1 PREDICTED: Ictalurus punctatus sialoadhesin-like (LOC108268206), mRNA",LOC108268206
9916,XM_017473020.1,TE_00002153,C,__ClassI_LTR_Copia,3524,2934,3202,269,20.2,5.6,4.4,"XM_017473020.1 PREDICTED: Ictalurus punctatus sialoadhesin-like (LOC108268206), mRNA",LOC108268206
9917,XM_017473020.1,TE_00000638,C,__ClassII_DNA_TcMar_nMITE,2611,6159,6449,291,2.8,2.4,1,"XM_017473020.1 PREDICTED: Ictalurus punctatus sialoadhesin-like (LOC108268206), mRNA",LOC108268206
9918,XM_017473023.1,TE_00003243,C,__ClassII_DNA_hAT_nMITE,3579,3627,3713,87,6,1.1,3.5,"XM_017473023.1 PREDICTED: Ictalurus punctatus SUN domain-containing ossification factor-like (LOC108268208), transcript variant X1, mRNA",LOC108268208
9919,XM_017473030.1,TE_00003325_INT,C,__ClassII_DNA_TcMar_nMITE,1884,153,437,285,13.5,23.7,4.9,"XM_017473030.1 PREDICTED: Ictalurus punctatus ubiquitin protein ligase E3C (ube3c), transcript variant X3, mRNA",ube3c
9920,XM_017473030.1,TE_00002859,C,__ClassII_DNA_hAT_nMITE,1263,1,118,118,8.9,0,5.4,"XM_017473030.1 PREDICTED: Ictalurus punctatus ubiquitin protein ligase E3C (ube3c), transcript variant X3, mRNA",ube3c
9921,XM_017473032.1,TE_00000576,C,__ClassI_nLTR_PLE,1928,1,196,196,3.05,0,1.05,"XM_017473032.1 PREDICTED: Ictalurus punctatus obscurin-like (LOC108268211), mRNA",LOC108268211
9922,XM_017473032.1,TE_00000807,+,__ClassI_nLTR_PLE,1631,231,511,281,21.7,0.7,11.4,"XM_017473032.1 PREDICTED: Ictalurus punctatus obscurin-like (LOC108268211), mRNA",LOC108268211
9923,XM_017473032.1,TE_00002153,C,__ClassI_LTR_Copia,3524,1713,1981,269,19.4,5.6,4.4,"XM_017473032.1 PREDICTED: Ictalurus punctatus obscurin-like (LOC108268211), mRNA",LOC108268211
9924,XM_017473032.1,TE_00000466,+,__ClassI_nLTR_LINE_RTE,3039,819,2598,1780,0.75,0,0.3,"XM_017473032.1 PREDICTED: Ictalurus punctatus obscurin-like (LOC108268211), mRNA",LOC108268211
9925,XM_017473033.1,TE_00000262,C,__ClassI_LTR_Copia,212,3410,3501,92,21.6,0,4.5,"XM_017473033.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108268212 (LOC108268212), mRNA",LOC108268212
9926,XM_017473033.1,TE_00002305,+,__ClassII_DNA_TcMar_nMITE,4191,3674,3755,82,22.2,1.2,1.2,"XM_017473033.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108268212 (LOC108268212), mRNA",LOC108268212
9927,XM_017473033.1,TE_00002867,C,__ClassII_DNA_hAT_nMITE,2964,3528,3644,117,10.8,0,5.4,"XM_017473033.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108268212 (LOC108268212), mRNA",LOC108268212
9928,XM_017473033.1,TE_00000076,+,__ClassII_DNA_hAT_MITE,131,3258,3359,102,7.3,0,6.2,"XM_017473033.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108268212 (LOC108268212), mRNA",LOC108268212
9929,XM_017473037.1,TE_00001879,C,__ClassII_DNA_hAT_nMITE,3703,4834,4922,89,16.9,4.5,13.4,"XM_017473037.1 PREDICTED: Ictalurus punctatus solute carrier family 22 member 23-like (LOC108268216), transcript variant X1, mRNA",LOC108268216
9930,XM_017473037.1,TE_00002968,+,__ClassII_DNA_TcMar_nMITE,2874,6099,6449,351,25.3,4.6,5.5,"XM_017473037.1 PREDICTED: Ictalurus punctatus solute carrier family 22 member 23-like (LOC108268216), transcript variant X1, mRNA",LOC108268216
9931,XM_017473037.1,TE_00000334,C,__ClassII_DNA_TcMar_nMITE,1210,106,333,228,14.7,0.4,1.3,"XM_017473037.1 PREDICTED: Ictalurus punctatus solute carrier family 22 member 23-like (LOC108268216), transcript variant X1, mRNA",LOC108268216
9932,XM_017473037.1,TE_00002964,C,__ClassII_DNA_hAT_nMITE,3628,5012,5139,128,23.4,6.2,3,"XM_017473037.1 PREDICTED: Ictalurus punctatus solute carrier family 22 member 23-like (LOC108268216), transcript variant X1, mRNA",LOC108268216
9933,XM_017473037.1,TE_00003673,C,__ClassII_DNA_hAT_nMITE,4482,4245,4612,368,26.1,10.2,7.5,"XM_017473037.1 PREDICTED: Ictalurus punctatus solute carrier family 22 member 23-like (LOC108268216), transcript variant X1, mRNA",LOC108268216
9934,XM_017473038.1,TE_00000466,+,__ClassI_nLTR_LINE_RTE,3039,1055,1396,342,1.5,0,0.3,"XM_017473038.1 PREDICTED: Ictalurus punctatus Fc receptor-like protein 5 (LOC108268217), transcript variant X1, mRNA",LOC108268217
9935,XM_017473038.1,TE_00002153,C,__ClassI_LTR_Copia,3524,323,594,272,18.8,4.4,4.4,"XM_017473038.1 PREDICTED: Ictalurus punctatus Fc receptor-like protein 5 (LOC108268217), transcript variant X1, mRNA",LOC108268217
9936,XM_017473038.1,TE_00000293,+,__ClassI_LTR_Copia,387,2326,2680,355,15.15,5.65,7.35,"XM_017473038.1 PREDICTED: Ictalurus punctatus Fc receptor-like protein 5 (LOC108268217), transcript variant X1, mRNA",LOC108268217
9937,XM_017473038.1,TE_00000576,C,__ClassI_nLTR_PLE,1928,1,175,175,7.5,2.3,1.1,"XM_017473038.1 PREDICTED: Ictalurus punctatus Fc receptor-like protein 5 (LOC108268217), transcript variant X1, mRNA",LOC108268217
9938,XM_017473043.1,TE_00002433,+,__ClassII_DNA_hAT_nMITE,2720,2785,2897,113,19.4,13.3,4.1,"XM_017473043.1 PREDICTED: Ictalurus punctatus Fc receptor-like protein 5 (LOC108268217), transcript variant X6, mRNA",LOC108268217
9939,XM_017473045.1,TE_00000638,C,__ClassII_DNA_TcMar_nMITE,2611,1689,1940,252,3.6,0.8,0.4,"XM_017473045.1 PREDICTED: Ictalurus punctatus Fc receptor-like protein 5 (LOC108268217), transcript variant X7, mRNA",LOC108268217
9940,XM_017473045.1,TE_00003108,C,__ClassII_DNA_hAT_nMITE,3935,2792,2933,142,19.4,12,1.9,"XM_017473045.1 PREDICTED: Ictalurus punctatus Fc receptor-like protein 5 (LOC108268217), transcript variant X7, mRNA",LOC108268217
9941,XM_017473045.1,TE_00003882,C,__ClassII_DNA_hAT_nMITE,1846,3183,3277,95,17.9,0,0,"XM_017473045.1 PREDICTED: Ictalurus punctatus Fc receptor-like protein 5 (LOC108268217), transcript variant X7, mRNA",LOC108268217
9942,XM_017473046.1,TE_00000807,+,__ClassI_nLTR_PLE,1631,322,418,97,11.3,0,0,"XM_017473046.1 PREDICTED: Ictalurus punctatus Fc receptor-like protein 5 (LOC108268217), transcript variant X8, mRNA",LOC108268217
9943,XM_017473052.1,TE_00001331,+,__ClassII_DNA_TcMar_nMITE,1747,1749,2680,932,4.6,4.2,1.5,"XM_017473052.1 PREDICTED: Ictalurus punctatus zinc finger protein 790-like (LOC108268219), transcript variant X1, mRNA",LOC108268219
9944,XM_017473056.1,TE_00003044,C,__ClassII_DNA_hAT_nMITE,1928,377,536,160,26.2,11.2,0,"XM_017473056.1 PREDICTED: Ictalurus punctatus ranBP-type and C3HC4-type zinc finger-containing protein 1-like (LOC108268220), mRNA",LOC108268220
9945,XM_017473057.1,TE_00003507,C,__ClassII_DNA_hAT_nMITE,2798,2732,2822,91,23.3,8.8,1,"XM_017473057.1 PREDICTED: Ictalurus punctatus zinc finger and BTB domain-containing protein 17-like (LOC108268221), mRNA",LOC108268221
9946,XM_017473057.1,TE_00001331,+,__ClassII_DNA_TcMar_nMITE,1747,593,2048,1456,11.05,0.5,4.3,"XM_017473057.1 PREDICTED: Ictalurus punctatus zinc finger and BTB domain-containing protein 17-like (LOC108268221), mRNA",LOC108268221
9947,XM_017473057.1,TE_00001969,+,__ClassII_DNA_TcMar_nMITE,1132,2980,3063,84,16.7,0,0,"XM_017473057.1 PREDICTED: Ictalurus punctatus zinc finger and BTB domain-containing protein 17-like (LOC108268221), mRNA",LOC108268221
9948,XM_017473057.1,TE_00003579,C,__ClassII_DNA_hAT_nMITE,4044,2493,2580,88,22.6,1.5,0.8,"XM_017473057.1 PREDICTED: Ictalurus punctatus zinc finger and BTB domain-containing protein 17-like (LOC108268221), mRNA",LOC108268221
9949,XM_017473060.1,TE_00001946,+,__ClassII_DNA_TcMar_MITE,518,3671,3996,326,17.1,6,2,"XM_017473060.1 PREDICTED: Ictalurus punctatus zinc finger protein 354A-like (LOC108268223), mRNA",LOC108268223
9950,XM_017473060.1,TE_00002672_LTR,C,__ClassI_LTR_Gypsy,558,3157,3276,120,23.3,0.8,0,"XM_017473060.1 PREDICTED: Ictalurus punctatus zinc finger protein 354A-like (LOC108268223), mRNA",LOC108268223
9951,XM_017473060.1,TE_00001418,C,__ClassI_LTR_Gypsy,4195,2405,2558,154,19.6,2.6,4,"XM_017473060.1 PREDICTED: Ictalurus punctatus zinc finger protein 354A-like (LOC108268223), mRNA",LOC108268223
9952,XM_017473060.1,TE_00002975,+,__ClassII_DNA_CACTA_nMITE,3172,2282,2377,96,24.2,1,5.4,"XM_017473060.1 PREDICTED: Ictalurus punctatus zinc finger protein 354A-like (LOC108268223), mRNA",LOC108268223
9953,XM_017473063.1,TE_00003730,C,__ClassII_DNA_hAT_nMITE,4299,3167,3269,103,18.5,17.5,8.1,"XM_017473063.1 PREDICTED: Ictalurus punctatus leucine-rich repeat-containing protein 14-like (LOC108268225), transcript variant X1, mRNA",LOC108268225
9954,XM_017473063.1,TE_00002821,+,__ClassII_DNA_TcMar_nMITE,4466,3007,3166,160,10.4,19.4,3.8,"XM_017473063.1 PREDICTED: Ictalurus punctatus leucine-rich repeat-containing protein 14-like (LOC108268225), transcript variant X1, mRNA",LOC108268225
9955,XM_017473075.1,TE_00003013,C,__ClassII_DNA_TcMar_nMITE,3388,6,124,119,30.5,0.8,3.5,"XM_017473075.1 PREDICTED: Ictalurus punctatus SSX family member 2 interacting protein (ssx2ip), transcript variant X5, mRNA",ssx2ip
9956,XM_017473077.1,TE_00000754_,C,__ClassI_LTR_Gypsy,1400,2683,2959,277,12.2,2.2,5.2,"XM_017473077.1 PREDICTED: Ictalurus punctatus E3 ubiquitin-protein ligase TRIM39-like (LOC108268229), mRNA",LOC108268229
9957,XM_017473077.1,TE_00003400,+,__ClassII_DNA_hAT_nMITE,3174,2543,2643,101,27.3,3,2,"XM_017473077.1 PREDICTED: Ictalurus punctatus E3 ubiquitin-protein ligase TRIM39-like (LOC108268229), mRNA",LOC108268229
9958,XM_017473077.1,TE_00001326,+,__ClassI_LTR_Copia,886,801,1184,384,20.9,24.7,1.3,"XM_017473077.1 PREDICTED: Ictalurus punctatus E3 ubiquitin-protein ligase TRIM39-like (LOC108268229), mRNA",LOC108268229
9959,XM_017473077.1,TE_00003110,C,__ClassI_LTR_Copia,14855,2447,2530,84,17.9,0,0,"XM_017473077.1 PREDICTED: Ictalurus punctatus E3 ubiquitin-protein ligase TRIM39-like (LOC108268229), mRNA",LOC108268229
9960,XM_017473077.1,TE_00000282,C,__ClassII_DNA_TcMar_nMITE,1505,421,677,257,37.5,1.6,3.6,"XM_017473077.1 PREDICTED: Ictalurus punctatus E3 ubiquitin-protein ligase TRIM39-like (LOC108268229), mRNA",LOC108268229
9961,XM_017473077.1,TE_00003354,C,__ClassII_DNA_hAT_nMITE,2943,3013,3386,374,11.8,8.3,2.5,"XM_017473077.1 PREDICTED: Ictalurus punctatus E3 ubiquitin-protein ligase TRIM39-like (LOC108268229), mRNA",LOC108268229
9962,XM_017473078.1,TE_00000619,+,__ClassI_LTR_Gypsy,376,2186,2295,110,21.9,3.6,4.6,"XM_017473078.1 PREDICTED: Ictalurus punctatus zinc finger protein 354A-like (LOC108268230), mRNA",LOC108268230
9963,XM_017473078.1,TE_00001331,+,__ClassII_DNA_TcMar_nMITE,1747,677,1729,1053,6.7,2.9,0.6,"XM_017473078.1 PREDICTED: Ictalurus punctatus zinc finger protein 354A-like (LOC108268230), mRNA",LOC108268230
9964,XM_017473079.1,TE_00000282,C,__ClassII_DNA_TcMar_nMITE,1505,485,742,258,31.6,2.3,4.3,"XM_017473079.1 PREDICTED: Ictalurus punctatus E3 ubiquitin-protein ligase TRIM39-like (LOC108268231), transcript variant X1, mRNA",LOC108268231
9965,XM_017473079.1,TE_00001326,+,__ClassI_LTR_Copia,886,868,1241,374,3.7,2.2,1.7,"XM_017473079.1 PREDICTED: Ictalurus punctatus E3 ubiquitin-protein ligase TRIM39-like (LOC108268231), transcript variant X1, mRNA",LOC108268231
